Date,Time,MSec,Sample,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12
11/22/2016,19:28:09,40,106,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:09,244,107,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:09,450,108,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:09,640,109,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:09,848,110,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:10,48,111,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:10,251,112,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:10,454,113,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:10,662,114,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:10,850,115,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:11,50,116,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:11,253,117,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:11,456,118,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:11,662,119,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:11,859,120,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:12,62,121,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:12,265,122,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:12,468,123,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:12,671,124,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:12,718,125,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:12,921,126,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:13,120,127,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:13,326,128,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:13,515,129,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:13,724,130,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:13,927,131,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:14,130,132,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:14,333,133,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:14,521,134,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:14,725,135,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:14,928,136,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:15,127,137,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:15,330,138,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:15,530,139,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:15,739,140,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:15,942,141,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:16,145,142,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:16,333,143,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:16,552,144,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:16,740,145,10,10,10,10,10,10,9,9,9,9,9,9
11/22/2016,19:28:16,943,146,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:17,142,147,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:17,345,148,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:17,548,149,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:17,742,150,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:17,853,151,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:18,48,152,10,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:18,251,153,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:18,454,154,10,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:18,657,155,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:18,845,156,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:19,60,157,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:19,247,158,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:19,451,159,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:19,656,160,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:19,862,161,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:20,65,162,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:20,268,163,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:20,456,164,10,10,11,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:20,659,165,9,10,17,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:20,862,166,10,10,15,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:21,61,167,10,10,13,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:21,264,168,10,10,13,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:21,468,169,10,10,12,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:21,679,170,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:21,870,171,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:22,76,172,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:22,280,173,10,10,12,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:22,483,174,10,10,12,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:22,686,175,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:22,874,176,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:23,89,177,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:23,277,178,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:23,480,179,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:23,694,180,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:23,892,181,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:24,95,182,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:24,298,183,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:24,486,184,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:24,689,185,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:24,892,186,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:25,92,187,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:25,295,188,10,10,11,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:25,498,189,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:25,705,190,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:25,909,191,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:26,97,192,9,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:26,300,193,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:26,503,194,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:26,712,195,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:26,915,196,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:27,115,197,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:27,318,198,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:27,506,199,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:27,714,200,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:27,924,201,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:28,116,202,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:28,319,203,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:28,522,204,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:28,725,205,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:28,925,206,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:29,126,207,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:29,329,208,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:29,532,209,14,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:29,725,210,23,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:29,937,211,34,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:30,140,212,39,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:30,328,213,56,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:30,531,214,93,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:30,734,215,99,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:30,937,216,95,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:31,137,217,114,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:31,340,218,119,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:31,544,219,117,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:31,752,220,116,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:31,940,221,124,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:32,140,222,126,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:32,344,223,129,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:32,547,224,129,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:32,750,225,133,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:32,953,226,121,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:33,156,227,69,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:33,359,228,70,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:33,562,229,68,10,12,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:33,756,230,64,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:33,956,231,50,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:34,160,232,60,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:34,364,233,40,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:34,566,234,15,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:34,769,235,11,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:34,973,236,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:35,161,237,10,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:35,364,238,10,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:35,568,239,10,10,40,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:35,767,240,10,10,17,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:35,971,241,10,10,12,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:36,174,242,10,10,11,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:36,377,243,10,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:36,580,244,10,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:36,779,245,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:36,982,246,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:37,180,247,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:37,383,248,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:37,586,249,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:37,779,250,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:37,983,251,10,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:38,186,252,10,10,11,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:38,373,253,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:38,561,254,10,10,9,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:38,761,255,10,10,8,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:38,964,256,10,10,9,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:39,177,257,10,10,9,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:39,380,258,10,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:39,568,259,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:39,777,260,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:39,980,261,40,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:40,183,262,65,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:40,386,263,64,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:40,589,264,50,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:40,777,265,51,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:40,992,266,63,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:41,181,267,98,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:41,384,268,82,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:41,587,269,102,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:41,796,270,119,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:41,953,271,122,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:42,156,272,123,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:42,359,273,141,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:42,562,274,145,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:42,765,275,140,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:42,969,276,129,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:43,169,277,142,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:43,372,278,148,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:43,575,279,156,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:43,768,280,144,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:43,972,281,155,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:44,172,282,142,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:44,375,283,139,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:44,579,284,138,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:44,781,285,140,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:44,984,286,145,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:45,188,287,150,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:45,376,288,157,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:45,594,289,151,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:45,779,290,143,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:45,982,291,127,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:46,191,292,93,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:46,393,293,105,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:46,597,294,120,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:46,800,295,121,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:46,996,296,86,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:47,199,297,103,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:47,392,298,95,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:47,595,299,114,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:47,796,300,116,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:47,999,301,92,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:48,202,302,72,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:48,405,303,35,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:48,608,304,14,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:48,811,305,11,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:49,15,306,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:49,211,307,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:49,414,308,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:49,618,309,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:49,811,310,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:49,904,311,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:50,115,312,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:50,308,313,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:50,511,314,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:50,715,315,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:50,918,316,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:51,118,317,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:51,321,318,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:51,524,319,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:51,718,320,10,10,10,10,9,10,10,9,9,9,9,9
11/22/2016,19:28:51,921,321,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:51,968,322,10,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:52,171,323,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:52,372,324,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:52,575,325,10,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:52,778,326,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:52,966,327,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:53,167,328,10,10,10,10,9,10,9,10,9,9,9,9
11/22/2016,19:28:53,370,329,10,10,10,10,9,10,10,10,9,9,9,9
11/22/2016,19:28:53,573,330,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:53,782,331,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:53,985,332,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:54,173,333,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:54,388,334,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:54,576,335,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:54,779,336,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:54,991,337,10,10,10,10,9,10,9,9,9,9,9,9
11/22/2016,19:28:55,183,338,10,10,10,10,9,10,10,9,9,9,9,9
